#,R_fighter,B_fighter,date,location,country,Winner,weight_class,gender,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,win_dif,loss_dif,height_dif,reach_dif,age_dif,better_rank
63,Jack Hermansson,Marvin Vettori,12/5/2020,"Las Vegas, Nevada, USA",USA,Blue,Middleweight,MALE,5,2,20,5,Southpaw,182.88,187.96,185,3,21,8,Orthodox,185.42,195.58,185,32,27,0,2,-3,-1,-2.54,-7.62,-5,Red
64,Ovince Saint Preux,Jamahal Hill,12/5/2020,"Las Vegas, Nevada, USA",USA,Blue,Light Heavyweight,MALE,3,0,6,2,Southpaw,193.04,200.66,205,10,67,19,Southpaw,190.5,203.2,205,37,29,0,1,-17,-10,2.54,-2.54,-8,Red
65,Gabriel Benitez,Justin Jaynes,12/5/2020,"Las Vegas, Nevada, USA",USA,Red,Lightweight,MALE,3,1,4,1,Orthodox,170.18,172.72,155,4,20,5,Southpaw,172.72,180.34,155,32,31,-1,0,-4,-3,-2.54,-7.62,-1,neither
66,Roman Dolidze,John Allan,12/5/2020,"Las Vegas, Nevada, USA",USA,Red,Light Heavyweight,MALE,3,1,5,0,Orthodox,185.42,190.5,205,0,1,1,Orthodox,187.96,193.04,205,32,27,1,-1,-1,1,-2.54,-2.54,-5,neither
67,Louis Smolka,Jose Quinonez,12/5/2020,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,3,19,5,Southpaw,172.72,175.26,135,7,31,7,Orthodox,175.26,172.72,135,29,30,0,0,-2,-4,-2.54,2.54,1,neither
68,Matt Wiman,Jordan Leavitt,12/5/2020,"Las Vegas, Nevada, USA",USA,Blue,Lightweight,MALE,3,0,1,1,Southpaw,175.26,180.34,155,7,39,10,Orthodox,177.8,172.72,155,37,25,-2,1,-9,-7,-2.54,7.62,-12,neither
69,Ilia Topuria,Damon Jackson,12/5/2020,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,1,9,1,Switch,180.34,180.34,145,0,3,1,Orthodox,170.18,175.26,145,23,32,0,0,0,1,10.16,5.08,9,neither
70,Gian Villante,Jake Collier,12/5/2020,"Las Vegas, Nevada, USA",USA,Blue,Heavyweight,MALE,3,4,15,3,Orthodox,190.5,198.12,230,11,52,10,Orthodox,190.5,193.04,230,35,32,-1,0,-7,-7,0.0,5.08,-3,neither
71,Anthony Smith,Devin Clark,11/28/2020,"Las Vegas, Nevada, USA",USA,Red,Light Heavyweight,MALE,5,4,24,6,Orthodox,182.88,190.5,205,8,45,10,Orthodox,193.04,193.04,205,32,30,-2,2,-4,-4,-10.16,-2.54,-2,Red
72,Miguel Baeza,Takashi Sato,11/28/2020,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,1,6,2,Southpaw,177.8,185.42,170,0,7,3,Orthodox,187.96,187.96,170,28,30,0,-2,-1,1,-10.16,-2.54,2,neither
73,Josh Parisian,Parker Porter,11/28/2020,"Las Vegas, Nevada, USA",USA,Blue,Heavyweight,MALE,3,1,1,0,Orthodox,182.88,190.5,265,0,2,2,Orthodox,193.04,200.66,265,31,35,1,-2,-2,1,-10.16,-10.16,4,neither
74,Spike Carlyle,Bill Algeo,11/28/2020,"Las Vegas, Nevada, USA",USA,Blue,Featherweight,MALE,3,2,6,0,Switch,182.88,185.42,145,1,4,1,Switch,172.72,180.34,145,27,31,1,0,-1,1,10.16,5.08,4,neither
75,Ashlee Evans-Smith,Norma Dumont,11/28/2020,"Las Vegas, Nevada, USA",USA,Blue,Women's Bantamweight,FEMALE,3,1,1,0,Orthodox,170.18,170.18,135,4,17,3,Orthodox,172.72,170.18,135,33,30,0,0,-3,-3,-2.54,0.0,-3,neither
76,Jonathan Pearce,Kai Kamaka,11/28/2020,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,0,3,1,Orthodox,170.18,175.26,145,1,4,1,Switch,182.88,180.34,145,28,25,-1,1,0,-1,-12.7,-5.08,-3,neither
77,Martin Day,Anderson Dos Santos,11/28/2020,"Las Vegas, Nevada, USA",USA,Blue,Bantamweight,MALE,3,2,6,0,Orthodox,165.1,177.8,135,3,9,0,Orthodox,177.8,185.42,135,32,35,-1,0,0,-1,-12.7,-7.62,3,neither
78,Gina Mazany,Rachael Ostovich,11/28/2020,"Las Vegas, Nevada, USA",USA,Red,Women's Flyweight,FEMALE,3,2,6,1,Orthodox,160.02,157.48,125,4,9,1,Southpaw,167.64,172.72,125,32,29,-1,0,0,-2,-7.62,-15.24,-3,neither
79,Su Mudaerji,Malcolm Gordon,11/28/2020,"Las Vegas, Nevada, USA",USA,Red,Flyweight,MALE,3,1,1,0,Switch,170.18,180.34,125,1,5,1,Southpaw,172.72,182.88,125,24,30,1,-1,-1,0,-2.54,-2.54,6,neither
80,Luke Sanders,Nate Maness,11/28/2020,"Las Vegas, Nevada, USA",USA,Blue,Catch Weight,MALE,3,0,3,1,Orthodox,177.8,182.88,135,3,12,4,Southpaw,167.64,170.18,135,34,29,0,0,-3,-3,10.16,12.7,-5,neither
81,Deiveson Figueiredo,Alex Perez,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Flyweight,MALE,5,1,13,7,Orthodox,167.64,165.1,125,1,19,8,Orthodox,165.1,172.72,125,32,28,0,-1,-1,0,2.54,-7.62,-4,Red
82,Valentina Shevchenko,Jennifer Maia,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Women's Flyweight,FEMALE,3,2,13,3,Orthodox,162.56,162.56,125,2,35,8,Southpaw,165.1,167.64,125,32,32,0,-4,-5,0,-2.54,-5.08,0,Red
83,Mike Perry,Tim Means,11/21/2020,"Las Vegas, Nevada, USA",USA,Blue,Welterweight,MALE,3,9,48,12,Orthodox,187.96,190.5,170,6,30,7,Orthodox,177.8,180.34,170,29,36,0,0,5,3,10.16,10.16,7,neither
84,Katlyn Chookagian,Cynthia Calvillo,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Women's Flyweight,FEMALE,3,1,22,6,Orthodox,162.56,162.56,125,4,31,7,Orthodox,175.26,172.72,125,31,33,-1,3,-1,-3,-12.7,-10.16,2,Red
85,Mauricio Rua,Paul Craig,11/21/2020,"Las Vegas, Nevada, USA",USA,Blue,Light Heavyweight,MALE,3,4,19,5,Orthodox,190.5,193.04,205,11,79,27,Orthodox,185.42,193.04,205,38,32,0,0,-22,-7,5.08,0.0,-6,Red
86,Brandon Moreno,Brandon Royval,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Flyweight,MALE,3,0,4,2,Southpaw,175.26,172.72,125,2,23,5,Orthodox,170.18,177.8,125,26,28,0,0,-3,-2,5.08,-5.08,2,Red
87,Joaquin Buckley,Jordan Wright,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,0,2,1,Orthodox,187.96,195.58,205,1,5,1,Southpaw,177.8,193.04,185,26,29,0,0,0,-1,10.16,2.54,3,neither
88,Antonina Shevchenko,Ariane Lipski,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Women's Flyweight,FEMALE,3,2,10,2,Orthodox,167.64,170.18,125,2,13,3,Southpaw,172.72,170.18,125,36,26,-1,2,-1,0,-5.08,0.0,-10,Red
89,Daniel Rodriguez,Nicolas Dalby,11/21/2020,"Las Vegas, Nevada, USA",USA,Blue,Welterweight,MALE,3,2,16,2,Orthodox,180.34,187.96,170,0,9,4,Southpaw,185.42,187.96,170,33,36,0,-3,-2,2,-5.08,0.0,3,neither
90,Alan Jouban,Jared Gooden,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,0,0,0,Orthodox,182.88,195.58,170,5,24,7,Southpaw,182.88,185.42,170,38,26,-1,0,-7,-5,0.0,10.16,-12,neither
91,Kyle Daukaus,Dustin Stoltzfus,11/21/2020,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,0,1,1,Orthodox,182.88,190.5,185,1,6,1,Southpaw,190.5,193.04,185,27,29,-1,1,0,-1,-7.62,-2.54,2,neither
92,Louis Cosce,Sasha Palatnikov,11/21/2020,"Las Vegas, Nevada, USA",USA,Blue,Welterweight,MALE,3,0,0,0,Switch,185.42,182.88,170,0,1,1,Orthodox,175.26,180.34,170,25,31,0,-1,-1,0,10.16,2.54,6,neither
93,Paul Felder,Rafael Dos Anjos,11/14/2020,"Las Vegas, Nevada, USA",USA,Blue,Lightweight,MALE,5,11,86,18,Southpaw,172.72,177.8,155,5,38,9,Orthodox,180.34,177.8,155,36,36,1,0,9,6,-7.62,0.0,0,Red
94,Abdul Razak Alhassan,Khaos Williams,11/14/2020,"Las Vegas, Nevada, USA",USA,Blue,Welterweight,MALE,3,0,1,1,Orthodox,182.88,195.58,170,2,10,4,Orthodox,177.8,185.42,170,35,26,-1,1,-3,-2,5.08,10.16,-9,neither
95,Kay Hansen,Cory McKenna,11/14/2020,"Las Vegas, Nevada, USA",USA,Blue,Women's Strawweight,FEMALE,3,0,3,1,Orthodox,160.02,147.32,115,0,3,1,Orthodox,157.48,160.02,115,21,21,0,0,0,0,2.54,-12.7,0,neither
96,Brendan Allen,Sean Strickland,11/14/2020,"Las Vegas, Nevada, USA",USA,Blue,Catch Weight,MALE,3,3,28,8,Orthodox,185.42,193.04,185,0,7,4,Orthodox,187.96,190.5,185,24,29,0,-2,4,3,-2.54,2.54,5,neither
97,Ashley Yoder,Miranda Granger,11/14/2020,"Las Vegas, Nevada, USA",USA,Red,Women's Strawweight,FEMALE,3,1,4,1,Orthodox,170.18,172.72,125,5,21,2,Southpaw,170.18,175.26,115,33,28,-1,0,-1,-4,0.0,-2.54,-5,neither
98,Alex Morono,Rhys McKee,11/14/2020,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,1,1,0,Orthodox,187.96,198.12,170,3,23,6,Orthodox,180.34,182.88,170,30,25,0,0,-6,-2,7.62,15.24,-5,neither
99,Randa Markos,Kanako Murata,11/14/2020,"Las Vegas, Nevada, USA",USA,Blue,Women's Strawweight,FEMALE,3,0,0,0,Orthodox,154.94,157.48,115,8,39,6,Orthodox,162.56,160.02,115,35,27,-2,0,-6,-8,-7.62,-2.54,-8,neither
100,Geraldo de Freitas,Tony Gravely,11/14/2020,"Las Vegas, Nevada, USA",USA,Blue,Bantamweight,MALE,3,1,6,1,Orthodox,165.1,175.26,135,1,6,1,Orthodox,170.18,182.88,135,29,29,0,0,0,0,-5.08,-7.62,0,neither
101,Don'Tale Mayes,Roque Martinez,11/14/2020,"Las Vegas, Nevada, USA",USA,Red,Heavyweight,MALE,3,1,2,0,Orthodox,177.8,182.88,250,3,11,2,Orthodox,198.12,205.74,260,28,34,-1,0,-2,-2,-20.32,-22.86,6,neither
102,Thiago Santos,Glover Teixeira,11/7/2020,"Las Vegas, Nevada, USA",USA,Blue,Light Heavyweight,MALE,5,6,51,17,Orthodox,187.96,193.04,205,6,37,13,Orthodox,187.96,193.04,205,36,41,-1,4,4,0,0.0,0.0,5,Red
103,Andrei Arlovski,Tanner Boser,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Heavyweight,MALE,3,1,9,3,Orthodox,187.96,190.5,255,17,80,20,Orthodox,190.5,195.58,240,41,29,0,1,-17,-16,-2.54,-5.08,-12,neither
104,Raoni Barcelos,Khalid Taha,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,1,7,1,Orthodox,165.1,175.26,135,0,10,4,Orthodox,170.18,170.18,135,33,28,0,-3,-3,1,-5.08,5.08,-5,neither
105,Claudia Gadelha,Yan Xiaonan,11/7/2020,"Las Vegas, Nevada, USA",USA,Blue,Women's Strawweight,FEMALE,3,0,15,5,Orthodox,165.1,160.02,115,4,33,7,Orthodox,162.56,160.02,115,31,31,0,3,-2,-4,2.54,0.0,0,Red
106,Trevin Giles,Bevon Lewis,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,2,12,3,Orthodox,190.5,200.66,185,2,14,3,Orthodox,182.88,187.96,185,28,29,0,0,0,0,7.62,12.7,1,neither
107,Giga Chikadze,Jamey Simmons,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,0,0,0,Orthodox,165.1,165.1,145,1,15,4,Orthodox,182.88,187.96,145,32,28,0,-4,-4,-1,-17.78,-22.86,-4,neither
108,Alexandr Romanov,Marcos Rogerio de Lima,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Heavyweight,MALE,3,5,17,6,Orthodox,185.42,190.5,253,0,2,1,Southpaw,187.96,190.5,262,29,35,0,0,5,5,-2.54,0.0,6,neither
109,Darren Elkins,Eduardo Garagorri,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,1,4,1,Orthodox,175.26,177.8,145,8,57,14,Orthodox,177.8,180.34,145,36,31,-3,0,-13,-7,-2.54,-2.54,-5,neither
110,Max Griffin,Ramiz Brahimaj,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,0,0,0,Orthodox,177.8,185.42,170,6,25,3,Orthodox,180.34,193.04,170,34,27,-2,0,-3,-6,-2.54,-7.62,-7,neither
111,Gustavo Lopez,Anthony Birchak,11/7/2020,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,2,6,2,Orthodox,172.72,175.26,135,1,3,0,Orthodox,165.1,170.18,135,31,34,-1,1,2,1,7.62,5.08,3,neither
112,Uriah Hall,Anderson Silva,10/31/2020,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,5,10,91,31,Southpaw,187.96,195.58,185,7,32,8,Orthodox,182.88,200.66,185,36,45,2,-2,23,3,5.08,-5.08,9,Red
113,Bryce Mitchell,Andre Fili,10/31/2020,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,6,37,9,Orthodox,180.34,187.96,145,0,10,4,Southpaw,177.8,177.8,145,26,30,0,-3,5,6,2.54,10.16,4,Blue
114,Maurice Greene,Greg Hardy,10/31/2020,"Las Vegas, Nevada, USA",USA,Blue,Heavyweight,MALE,3,2,15,5,Orthodox,195.58,203.2,265,2,11,4,Orthodox,200.66,203.2,258,34,32,0,0,1,0,-5.08,0.0,-2,neither
115,Kevin Holland,Charlie Ontiveros,10/31/2020,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,0,0,0,Switch,187.96,198.12,185,2,24,7,Orthodox,190.5,205.74,170,27,29,0,-3,-7,-2,-2.54,-7.62,2,neither
116,Bobby Green,Thiago Moises,10/31/2020,"Las Vegas, Nevada, USA",USA,Blue,Lightweight,MALE,3,2,12,3,Orthodox,175.26,177.8,155,7,53,12,Orthodox,177.8,180.34,155,34,25,0,-2,-9,-5,-2.54,-2.54,-9,neither
117,Chris Gruetzemacher,Alexander Hernandez,10/31/2020,"Las Vegas, Nevada, USA",USA,Blue,Lightweight,MALE,3,2,11,3,Orthodox,175.26,182.88,155,2,11,3,Orthodox,172.72,172.72,155,34,28,1,-1,0,0,2.54,10.16,-6,neither
118,Adrian Yanez,Victor Rodriguez,10/31/2020,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,0,0,0,Switch,165.1,165.1,135,0,1,1,Orthodox,170.18,177.8,135,26,28,0,-1,-1,0,-5.08,-12.7,2,neither
119,Sean Strickland,Jack Marshman,10/31/2020,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,4,15,3,Orthodox,182.88,185.42,185,3,25,7,Orthodox,185.42,193.04,170,29,30,1,-1,-4,1,-2.54,-7.62,1,neither
120,Cole Williams,Jason Witt,10/31/2020,"Las Vegas, Nevada, USA",USA,Blue,Welterweight,MALE,3,1,1,0,Orthodox,177.8,177.8,170,1,1,0,Orthodox,182.88,185.42,170,36,33,0,0,0,0,-5.08,-7.62,-3,neither
121,Dustin Jacoby,Justin Ledet,10/31/2020,"Las Vegas, Nevada, USA",USA,Red,Light Heavyweight,MALE,3,3,14,3,Orthodox,193.04,203.2,205,2,9,1,Orthodox,190.5,193.04,205,32,32,3,-1,2,1,2.54,10.16,0,neither
122,Miles Johns,Kevin Natividad,10/31/2020,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,0,0,0,Orthodox,167.64,177.8,145,1,8,2,Orthodox,170.18,167.64,135,26,27,-1,0,-2,-1,-2.54,10.16,1,neither
123,Khabib Nurmagomedov,Justin Gaethje,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Lightweight,MALE,5,2,17,5,Orthodox,180.34,177.8,155,0,36,12,Orthodox,177.8,177.8,155,32,31,0,-8,-7,2,2.54,0.0,-1,Red
124,Robert Whittaker,Jared Cannonier,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Middleweight,MALE,3,4,20,6,Switch,180.34,195.58,185,3,42,12,Orthodox,182.88,185.42,185,29,36,0,2,-6,1,-2.54,10.16,7,Red
125,Alexander Volkov,Walt Harris,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Heavyweight,MALE,3,7,24,6,Southpaw,195.58,195.58,250,2,24,5,Orthodox,200.66,203.2,250,32,37,0,0,1,5,-5.08,-7.62,5,Red
126,Jacob Malkoun,Phillip Hawes,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Middleweight,MALE,3,1,3,1,Orthodox,182.88,195.58,185,0,0,0,Orthodox,175.26,185.42,185,25,31,0,1,1,1,7.62,10.16,6,neither
127,Lauren Murphy,Liliya Shakirova,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Women's Flyweight,FEMALE,3,0,0,0,Orthodox,162.56,165.1,125,4,27,5,Orthodox,165.1,170.18,125,37,29,0,-3,-5,-4,-2.54,-5.08,-8,Red
128,Magomed Ankalaev,Ion Cutelaba,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Light Heavyweight,MALE,3,4,15,4,Southpaw,185.42,190.5,205,1,11,4,Orthodox,190.5,190.5,205,28,26,1,-4,0,3,-5.08,0.0,-2,Red
129,Stefan Struve,Tai Tuivasa,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Heavyweight,MALE,3,3,12,3,Southpaw,187.96,190.5,264,10,45,13,Orthodox,210.82,213.36,265,32,27,2,0,-10,-7,-22.86,-22.86,-5,neither
130,Nathaniel Wood,Casey Kenney,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Catch Weight,MALE,3,2,19,5,Southpaw,170.18,172.72,140,1,13,4,Orthodox,167.64,175.26,140,27,29,0,1,1,1,2.54,-2.54,2,neither
131,Alex Oliveira,Shavkat Rakhmonov,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Welterweight,MALE,3,0,0,0,Orthodox,185.42,195.58,170,6,42,11,Orthodox,180.34,193.04,170,32,26,0,-2,-11,-6,5.08,2.54,-6,neither
132,Liana Jojua,Miranda Maverick,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Women's Flyweight,FEMALE,3,0,0,0,Southpaw,160.02,165.1,125,1,4,1,Orthodox,162.56,157.48,125,25,23,0,-1,-1,-1,-2.54,7.62,-2,neither
133,Joel Alvarez,Alexander Yakovlev,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Lightweight,MALE,3,5,20,3,Southpaw,190.5,187.96,155,1,6,2,Orthodox,190.5,195.58,155,26,36,1,-2,1,4,0.0,-7.62,10,neither
134,Brian Ortega,Chan Sung Jung,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Featherweight,MALE,5,4,24,6,Orthodox,170.18,182.88,145,1,20,6,Switch,172.72,175.26,145,29,33,-1,2,0,3,-2.54,7.62,4,Red
135,Katlyn Chookagian,Jessica Andrade,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Women's Flyweight,FEMALE,3,6,39,11,Orthodox,154.94,157.48,115,3,30,7,Orthodox,175.26,172.72,125,31,29,2,-1,4,3,-20.32,-15.24,-2,Red
136,Jimmy Crute,Modestas Bukauskas,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Light Heavyweight,MALE,3,0,1,1,Switch,190.5,198.12,205,1,7,4,Orthodox,187.96,187.96,205,24,26,0,0,-3,-1,2.54,10.16,2,neither
137,Claudio Silva,James Krause,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Welterweight,MALE,3,6,33,8,Orthodox,187.96,185.42,170,0,11,5,Southpaw,180.34,180.34,170,38,34,1,-5,3,6,7.62,5.08,-4,neither
138,Thomas Almeida,Jonathan Martinez,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Featherweight,MALE,3,2,15,3,Southpaw,172.72,177.8,145,3,15,5,Southpaw,170.18,177.8,145,29,26,-2,1,-2,-1,2.54,0.0,-3,neither
139,Mateusz Gamrot,Guram Kutateladze,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Lightweight,MALE,3,0,0,0,Orthodox,180.34,182.88,155,0,0,0,Southpaw,177.8,177.8,155,29,28,0,0,0,0,2.54,5.08,-1,neither
140,Gillian Robertson,Poliana Botelho,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Women's Flyweight,FEMALE,3,1,8,3,Orthodox,172.72,170.18,115,2,12,5,Orthodox,165.1,160.02,125,25,31,0,0,-2,-1,7.62,10.16,6,Red
141,Junyong Park,John Phillips,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Middleweight,MALE,3,4,10,1,Southpaw,180.34,190.5,185,1,5,1,Orthodox,177.8,185.42,185,29,35,1,-1,0,3,2.54,5.08,6,neither
142,Jamie Mullarkey,Fares Ziam,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Lightweight,MALE,3,1,3,0,Orthodox,185.42,190.5,155,1,3,0,Orthodox,182.88,187.96,155,26,23,0,0,0,0,2.54,2.54,-3,neither
143,Gadzhimurad Antigulov,Maxim Grishin,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Light Heavyweight,MALE,3,1,3,0,Orthodox,190.5,198.12,220,3,5,2,Orthodox,180.34,177.8,205,33,36,-2,0,-2,-2,10.16,20.32,3,neither
144,Said Nurmagomedov,Mark Striegl,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Bantamweight,MALE,3,0,0,0,Southpaw,172.72,177.8,135,1,7,2,Orthodox,172.72,177.8,135,28,32,-1,0,-2,-1,0.0,0.0,4,neither
145,Marlon Moraes,Cory Sandhagen,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Bantamweight,MALE,5,1,12,5,Switch,180.34,177.8,135,2,15,5,Orthodox,167.64,170.18,135,32,28,1,-1,0,-1,12.7,7.62,-4,Red
146,Edson Barboza,Makwan Amirkhani,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Featherweight,MALE,3,2,17,6,Southpaw,177.8,182.88,145,9,58,14,Orthodox,180.34,190.5,145,34,31,-3,1,-8,-7,-2.54,-7.62,-3,neither
147,Ben Rothwell,Marcin Tybura,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Heavyweight,MALE,3,5,31,6,Orthodox,190.5,198.12,249,7,48,15,Orthodox,193.04,198.12,265,38,34,0,0,-9,-2,-2.54,0.0,-4,neither
148,Markus Perez,Dricus Du Plessis,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Middleweight,MALE,3,0,0,0,Orthodox,182.88,182.88,185,3,12,2,Orthodox,185.42,185.42,185,32,26,-1,0,-2,-3,-2.54,-2.54,-6,neither
149,Tom Aspinall,Alan Baudot,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Heavyweight,MALE,3,0,0,0,Orthodox,190.5,190.5,205,0,1,1,Orthodox,195.58,198.12,256,27,30,0,-1,-1,0,-5.08,-7.62,3,neither
150,Youssef Zalal,Ilia Topuria,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Featherweight,MALE,3,0,0,0,Orthodox,170.18,170.18,145,0,9,3,Switch,177.8,182.88,145,24,23,0,-3,-3,0,-7.62,-12.7,-1,neither
151,Tom Breese,KB Bhullar,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Middleweight,MALE,3,0,0,0,Orthodox,193.04,193.04,185,2,10,4,Southpaw,190.5,185.42,185,29,28,-1,0,-4,-2,2.54,7.62,-1,neither
152,Chris Daukaus,Rodrigo Nascimento,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Heavyweight,MALE,3,0,2,1,Orthodox,187.96,203.2,246,0,1,1,Orthodox,190.5,193.04,250,31,27,0,0,0,0,-2.54,10.16,-4,neither
153,Impa Kasanganay,Joaquin Buckley,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Middleweight,MALE,3,1,3,0,Southpaw,177.8,193.04,185,0,3,1,Orthodox,180.34,190.5,185,26,26,1,-1,-1,1,-2.54,2.54,0,neither
154,Ali AlQaisi,Tony Kelley,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Bantamweight,MALE,3,1,3,0,Switch,175.26,177.8,135,1,3,0,Orthodox,167.64,172.72,135,30,33,0,0,0,0,7.62,5.08,3,neither
155,Giga Chikadze,Omar Morales,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Featherweight,MALE,3,0,6,2,Orthodox,180.34,185.42,145,0,9,3,Orthodox,182.88,187.96,145,32,34,0,-1,-1,0,-2.54,-2.54,2,neither
156,Tracy Cortez,Stephanie Egger,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Women's Bantamweight,FEMALE,3,0,0,0,Orthodox,170.18,170.18,135,0,3,1,Orthodox,165.1,165.1,135,26,32,0,-1,-1,0,5.08,5.08,6,neither
157,Bruno Silva,Tagir Ulanbekov,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Flyweight,MALE,3,0,0,0,Orthodox,167.64,167.64,125,2,6,0,Orthodox,162.56,165.1,125,30,30,-2,0,0,-2,5.08,2.54,0,neither
158,Holly Holm,Irene Aldana,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,Women's Bantamweight,FEMALE,5,3,22,5,Orthodox,175.26,172.72,135,5,38,6,Southpaw,172.72,175.26,135,38,32,0,1,-1,-2,2.54,-2.54,-6,Red
159,Yorgan De Castro,Carlos Felipe,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,Heavyweight,MALE,3,1,3,0,Orthodox,182.88,190.5,245,1,4,1,Orthodox,182.88,187.96,250,33,25,0,0,-1,0,0.0,2.54,-8,neither
