,#,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
109,109,Ray Borg,Casey Kenney,James Chappell,2019-03-30,"Philadelphia, Pennsylvania, USA",Blue,Bantamweight,3,0.0,0.0,0.0,Southpaw,170.18,135.0,3.0,24.0,5.0,Orthodox,162.56,135.0,28.0,25.0
110,110,Sabina Mazo,Maryna Moroz,Keith Peterson,2019-03-30,"Philadelphia, Pennsylvania, USA",Blue,Women's Flyweight,3,2.0,13.0,3.0,Orthodox,170.18,125.0,0.0,0.0,0.0,Orthodox,170.18,125.0,27.0,22.0
111,111,Alex Perez,Mark De La Rosa,Bill Bookwalter,2019-03-30,"Philadelphia, Pennsylvania, USA",Red,Bantamweight,3,1.0,7.0,2.0,Orthodox,167.64,135.0,1.0,7.0,3.0,Orthodox,167.64,135.0,24.0,27.0
112,112,Stephen Thompson,Anthony Pettis,Herb Dean,2019-03-23,"Nashville, Tennessee, USA",Blue,Welterweight,5,7.0,38.0,8.0,Orthodox,177.8,170.0,4.0,38.0,9.0,Orthodox,182.88,170.0,32.0,36.0
113,113,Curtis Blaydes,Justin Willis,Keith Peterson,2019-03-23,"Nashville, Tennessee, USA",Red,Heavyweight,3,0.0,10.0,4.0,Southpaw,185.42,264.0,3.0,18.0,5.0,Orthodox,193.04,265.0,31.0,28.0
114,114,John Makdessi,Jesus Pinedo,Herb Dean,2019-03-23,"Nashville, Tennessee, USA",Red,Lightweight,3,0.0,3.0,1.0,,177.8,155.0,6.0,36.0,9.0,Orthodox,172.72,155.0,22.0,33.0
115,115,Jussier Formiga,Deiveson Figueiredo,Keith Peterson,2019-03-23,"Nashville, Tennessee, USA",Red,Flyweight,3,0.0,7.0,3.0,Orthodox,165.1,125.0,4.0,29.0,8.0,Orthodox,165.1,125.0,31.0,33.0
116,116,Luis Pena,Steven Peterson,Herb Dean,2019-03-23,"Nashville, Tennessee, USA",Red,Featherweight,3,1.0,6.0,1.0,Orthodox,177.8,145.0,1.0,4.0,1.0,Southpaw,190.5,155.0,28.0,25.0
117,117,Maycee Barber,JJ Aldrich,Keith Peterson,2019-03-23,"Nashville, Tennessee, USA",Red,Women's Flyweight,3,1.0,12.0,3.0,Southpaw,165.1,125.0,0.0,2.0,1.0,Switch,165.1,125.0,26.0,20.0
118,118,Bryce Mitchell,Bobby Moffett,Ricky Parker,2019-03-23,"Nashville, Tennessee, USA",Red,Featherweight,3,0.0,2.0,1.0,Orthodox,177.8,145.0,0.0,3.0,1.0,Southpaw,177.8,145.0,28.0,24.0
119,119,Marlon Vera,Frankie Saenz,Jimmy Neely,2019-03-23,"Nashville, Tennessee, USA",Red,Bantamweight,3,3.0,24.0,5.0,Orthodox,167.64,135.0,4.0,25.0,6.0,Switch,172.72,135.0,38.0,26.0
120,120,Alexis Davis,Jennifer Maia,,2019-03-23,"Nashville, Tennessee, USA",Blue,Women's Flyweight,3,1.0,3.0,0.0,Orthodox,162.56,125.0,3.0,23.0,6.0,Orthodox,167.64,125.0,30.0,34.0
121,121,Randa Markos,Angela Hill,Keith Peterson,2019-03-23,"Nashville, Tennessee, USA",Red,Women's Strawweight,3,5.0,22.0,3.0,Orthodox,160.02,115.0,6.0,28.0,4.0,Orthodox,162.56,115.0,34.0,33.0
122,122,Ryan MacDonald,Chris Gutierrez,Ricky Parker,2019-03-23,"Nashville, Tennessee, USA",Blue,Bantamweight,3,1.0,2.0,0.0,Orthodox,175.26,135.0,0.0,0.0,0.0,Switch,180.34,135.0,27.0,26.0
123,123,Eric Shelton,Jordan Espinosa,Jimmy Neely,2019-03-23,"Nashville, Tennessee, USA",Blue,Flyweight,3,0.0,0.0,0.0,Orthodox,167.64,125.0,3.0,15.0,2.0,Orthodox,167.64,125.0,29.0,28.0
124,124,Darren Till,Jorge Masvidal,Marc Goddard,2019-03-16,"London, England, United Kingdom",Blue,Welterweight,5,6.0,41.0,9.0,Orthodox,180.34,170.0,2.0,19.0,5.0,Southpaw,182.88,170.0,34.0,26.0
125,125,Leon Edwards,Gunnar Nelson,Kevin Sataki,2019-03-16,"London, England, United Kingdom",Red,Welterweight,3,3.0,23.0,8.0,Switch,180.34,170.0,2.0,30.0,8.0,Southpaw,182.88,170.0,30.0,27.0
126,126,Volkan Oezdemir,Dominick Reyes,Leon Roberts,2019-03-16,"London, England, United Kingdom",Blue,Light Heavyweight,3,0.0,5.0,3.0,Southpaw,193.04,205.0,2.0,10.0,3.0,Orthodox,187.96,205.0,29.0,29.0
127,127,Nathaniel Wood,Jose Quinonez,Rich Mitchell,2019-03-16,"London, England, United Kingdom",Red,Bantamweight,3,1.0,13.0,4.0,,172.72,135.0,0.0,5.0,2.0,Orthodox,167.64,135.0,28.0,25.0
128,128,Danny Roberts,Claudio Silva,Kevin Sataki,2019-03-16,"London, England, United Kingdom",Blue,Welterweight,3,0.0,7.0,3.0,Southpaw,180.34,170.0,2.0,14.0,5.0,Southpaw,185.42,170.0,36.0,31.0
129,129,Jack Marshman,John Phillips,Marc Goddard,2019-03-16,"London, England, United Kingdom",Red,Middleweight,3,2.0,4.0,0.0,Southpaw,180.34,185.0,3.0,11.0,2.0,Orthodox,182.88,185.0,33.0,29.0
130,130,Arnold Allen,Jordan Rinaldi,Leon Roberts,2019-03-16,"London, England, United Kingdom",Red,Featherweight,3,2.0,8.0,2.0,Orthodox,177.8,145.0,0.0,12.0,4.0,Southpaw,172.72,145.0,31.0,25.0
131,131,Marc Diakiese,Joe Duffy,Daniel Movahedi,2019-03-16,"London, England, United Kingdom",Red,Lightweight,3,2.0,11.0,4.0,Orthodox,177.8,155.0,2.0,12.0,3.0,Orthodox,177.8,155.0,31.0,25.0
132,132,Nicolae Negumereanu,Saparbeg Safarov,Leon Roberts,2019-03-16,"London, England, United Kingdom",Blue,Light Heavyweight,3,2.0,3.0,0.0,Orthodox,185.42,205.0,0.0,0.0,0.0,Orthodox,182.88,205.0,32.0,24.0
133,133,Danny Henry,Dan Ige,Marc Goddard,2019-03-16,"London, England, United Kingdom",Blue,Featherweight,3,1.0,7.0,2.0,Orthodox,170.18,145.0,0.0,4.0,2.0,Orthodox,182.88,145.0,27.0,30.0
134,134,Molly McCann,Priscila Cachoeira,Rich Mitchell,2019-03-16,"London, England, United Kingdom",Red,Women's Flyweight,3,1.0,2.0,0.0,Orthodox,170.18,125.0,1.0,2.0,0.0,Orthodox,162.56,125.0,30.0,28.0
135,135,Mike Grundy,Nad Narimani,Daniel Movahedi,2019-03-16,"London, England, United Kingdom",Red,Featherweight,3,0.0,6.0,2.0,Orthodox,172.72,145.0,0.0,0.0,0.0,Orthodox,170.18,145.0,31.0,32.0
136,136,Derrick Lewis,Junior Dos Santos,Herb Dean,2019-03-09,"Wichita, Kansas, USA",Blue,Heavyweight,5,4.0,49.0,14.0,Orthodox,193.04,238.0,4.0,36.0,12.0,Orthodox,190.5,260.0,35.0,34.0
137,137,Elizeu Zaleski dos Santos,Curtis Millender,Rob Hinds,2019-03-09,"Wichita, Kansas, USA",Red,Welterweight,3,0.0,8.0,3.0,Orthodox,187.96,170.0,1.0,18.0,6.0,Orthodox,180.34,170.0,31.0,32.0
138,138,Tim Means,Niko Price,Rob Hinds,2019-03-09,"Wichita, Kansas, USA",Blue,Welterweight,3,3.0,11.0,4.0,Orthodox,182.88,170.0,8.0,41.0,10.0,Orthodox,187.96,170.0,29.0,35.0
139,139,Blagoy Ivanov,Ben Rothwell,Herb Dean,2019-03-09,"Wichita, Kansas, USA",Red,Heavyweight,3,4.0,23.0,6.0,Orthodox,193.04,265.0,1.0,5.0,0.0,Southpaw,180.34,250.0,37.0,32.0
140,140,Beneil Dariush,Drew Dober,Rob Hinds,2019-03-09,"Wichita, Kansas, USA",Red,Lightweight,3,5.0,23.0,6.0,Southpaw,172.72,155.0,5.0,30.0,9.0,Southpaw,177.8,155.0,30.0,29.0
141,141,Tim Boetsch,Omari Akhmedov,Herb Dean,2019-03-09,"Wichita, Kansas, USA",Blue,Middleweight,3,4.0,21.0,5.0,Orthodox,182.88,185.0,11.0,48.0,12.0,Orthodox,182.88,185.0,31.0,38.0
142,142,Anthony Rocco Martin,Sergio Moraes,Rob Hinds,2019-03-09,"Wichita, Kansas, USA",Red,Welterweight,3,3.0,28.0,8.0,Orthodox,182.88,170.0,4.0,29.0,7.0,Orthodox,182.88,170.0,36.0,29.0
143,143,Marion Reneau,Yana Kunitskaya,Nick Berens,2019-03-09,"Wichita, Kansas, USA",Blue,Women's Bantamweight,3,1.0,4.0,1.0,Orthodox,167.64,135.0,4.0,24.0,5.0,Orthodox,167.64,135.0,29.0,41.0
144,144,Grant Dawson,Julian Erosa,Herb Dean,2019-03-09,"Wichita, Kansas, USA",Red,Featherweight,3,2.0,6.0,1.0,Southpaw,185.42,145.0,0.0,0.0,0.0,Switch,177.8,145.0,29.0,25.0
145,145,Maurice Greene,Jeff Hughes,Nick Berens,2019-03-09,"Wichita, Kansas, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,187.96,250.0,0.0,1.0,1.0,,200.66,258.0,30.0,32.0
146,146,Louis Smolka,Matt Schnell,Marcio Laselva,2019-03-09,"Wichita, Kansas, USA",Blue,Bantamweight,3,2.0,8.0,2.0,Orthodox,172.72,135.0,5.0,28.0,6.0,Orthodox,175.26,135.0,29.0,27.0
147,147,Alex Morono,Zak Ottow,Rob Hinds,2019-03-09,"Wichita, Kansas, USA",Red,Welterweight,3,3.0,16.0,4.0,Orthodox,180.34,170.0,3.0,18.0,4.0,Orthodox,180.34,170.0,32.0,28.0
148,148,Alex White,Dan Moret,Marcio Laselva,2019-03-09,"Wichita, Kansas, USA",Red,Lightweight,3,1.0,2.0,0.0,Southpaw,182.88,155.0,5.0,19.0,3.0,Southpaw,182.88,155.0,32.0,30.0
149,149,Jon Jones,Anthony Smith,Herb Dean,2019-03-02,"Las Vegas, Nevada, USA",Red,Light Heavyweight,5,3.0,22.0,7.0,Orthodox,193.04,205.0,2.0,58.0,17.0,Orthodox,193.04,205.0,30.0,31.0
150,150,Tyron Woodley,Kamaru Usman,Marc Goddard,2019-03-02,"Las Vegas, Nevada, USA",Blue,Welterweight,5,0.0,28.0,9.0,Switch,182.88,170.0,3.0,32.0,9.0,Orthodox,175.26,170.0,31.0,36.0
151,151,Robbie Lawler,Ben Askren,Herb Dean,2019-03-02,"Las Vegas, Nevada, USA",Blue,Welterweight,3,0.0,0.0,0.0,Orthodox,180.34,170.0,6.0,57.0,13.0,Southpaw,180.34,170.0,34.0,36.0
152,152,Tecia Torres,Weili Zhang,Chris Tognoni,2019-03-02,"Las Vegas, Nevada, USA",Blue,Women's Strawweight,3,0.0,4.0,2.0,Switch,162.56,115.0,3.0,26.0,6.0,Orthodox,154.94,115.0,29.0,29.0
153,153,Cody Garbrandt,Pedro Munhoz,Marc Goddard,2019-03-02,"Las Vegas, Nevada, USA",Blue,Bantamweight,3,4.0,22.0,7.0,Orthodox,167.64,135.0,2.0,17.0,6.0,Orthodox,172.72,135.0,32.0,27.0
154,154,Jeremy Stephens,Zabit Magomedsharipov,Mark Smith,2019-03-02,"Las Vegas, Nevada, USA",Blue,Featherweight,3,0.0,10.0,4.0,Orthodox,185.42,145.0,14.0,76.0,15.0,Orthodox,172.72,145.0,28.0,32.0
155,155,Misha Cirkunov,Johnny Walker,Herb Dean,2019-03-02,"Las Vegas, Nevada, USA",Blue,Light Heavyweight,3,0.0,2.0,2.0,Orthodox,195.58,205.0,2.0,10.0,5.0,Orthodox,190.5,205.0,26.0,32.0
156,156,Cody Stamann,Alejandro Perez,Chris Tognoni,2019-03-02,"Las Vegas, Nevada, USA",Red,Bantamweight,3,2.0,21.0,7.0,Orthodox,167.64,135.0,1.0,11.0,3.0,Orthodox,167.64,135.0,29.0,29.0
157,157,Diego Sanchez,Mickey Gall,Marc Goddard,2019-03-02,"Las Vegas, Nevada, USA",Red,Welterweight,3,1.0,8.0,4.0,Switch,187.96,170.0,11.0,73.0,17.0,Southpaw,177.8,170.0,27.0,37.0
158,158,Edmen Shahbazyan,Charles Byrd,Mark Smith,2019-03-02,"Las Vegas, Nevada, USA",Red,Middleweight,3,1.0,3.0,1.0,Orthodox,177.8,185.0,0.0,3.0,1.0,Orthodox,187.96,185.0,35.0,21.0
159,159,Gina Mazany,Macy Chiasson,Chris Tognoni,2019-03-02,"Las Vegas, Nevada, USA",Blue,Women's Bantamweight,3,0.0,2.0,1.0,,180.34,135.0,2.0,7.0,1.0,Southpaw,167.64,135.0,27.0,30.0
160,160,Polyana Viana,Hannah Cifers,Mark Smith,2019-03-02,"Las Vegas, Nevada, USA",Blue,Women's Strawweight,3,1.0,2.0,0.0,Orthodox,154.94,115.0,1.0,4.0,1.0,Orthodox,165.1,115.0,26.0,26.0
161,161,Jan Blachowicz,Thiago Santos,Herb Dean,2019-02-23,"Prague, Czech Republic",Blue,Light Heavyweight,5,5.0,29.0,12.0,Orthodox,187.96,205.0,4.0,26.0,6.0,Orthodox,187.96,205.0,35.0,35.0
162,162,Stefan Struve,Marcos Rogerio de Lima,Leon Roberts,2019-02-23,"Prague, Czech Republic",Red,Heavyweight,3,3.0,11.0,5.0,Orthodox,185.42,253.0,9.0,41.0,12.0,Orthodox,210.82,265.0,33.0,31.0
163,163,Gian Villante,Michal Oleksiejczuk,Marc Goddard,2019-02-23,"Prague, Czech Republic",Blue,Light Heavyweight,3,1.0,3.0,0.0,Southpaw,182.88,205.0,7.0,37.0,7.0,Orthodox,190.5,205.0,24.0,33.0
164,164,Liz Carmouche,Lucie Pudilova,Herb Dean,2019-02-23,"Prague, Czech Republic",Red,Women's Flyweight,3,2.0,12.0,2.0,Orthodox,172.72,125.0,4.0,21.0,4.0,Orthodox,167.64,125.0,24.0,35.0
165,165,John Dodson,Petr Yan,Neil Hall,2019-02-23,"Prague, Czech Republic",Blue,Bantamweight,3,0.0,6.0,3.0,Switch,170.18,135.0,5.0,40.0,9.0,Orthodox,160.02,135.0,26.0,34.0
166,166,Magomed Ankalaev,Klidson Abreu,Leon Roberts,2019-02-23,"Prague, Czech Republic",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,182.88,235.0,1.0,4.0,1.0,Orthodox,190.5,205.0,26.0,26.0
167,167,Dwight Grant,Carlo Pedersoli,Marc Goddard,2019-02-23,"Prague, Czech Republic",Red,Welterweight,3,1.0,4.0,1.0,Southpaw,180.34,170.0,1.0,3.0,0.0,Switch,185.42,170.0,25.0,34.0
168,168,Daniel Teymur,Chris Fishgold,Herb Dean,2019-02-23,"Prague, Czech Republic",Blue,Featherweight,3,1.0,1.0,0.0,Orthodox,172.72,145.0,2.0,6.0,0.0,Orthodox,165.1,145.0,26.0,31.0
169,169,Veronica Macedo,Gillian Robertson,Jakub Muller,2019-02-23,"Prague, Czech Republic",Blue,Women's Flyweight,3,1.0,4.0,2.0,,165.1,125.0,2.0,6.0,0.0,Southpaw,162.56,125.0,23.0,23.0
170,170,Damir Hadzovic,Polo Reyes,Leon Roberts,2019-02-23,"Prague, Czech Republic",Red,Lightweight,3,1.0,9.0,4.0,,180.34,155.0,2.0,10.0,2.0,Orthodox,175.26,155.0,34.0,32.0
171,171,Michel Prazeres,Ismail Naurdiev,Marc Goddard,2019-02-23,"Prague, Czech Republic",Blue,Welterweight,3,0.0,0.0,0.0,Orthodox,177.8,170.0,2.0,32.0,10.0,Orthodox,167.64,170.0,22.0,37.0
172,172,Rustam Khabilov,Diego Ferreira,Neil Hall,2019-02-23,"Prague, Czech Republic",Blue,Lightweight,3,2.0,13.0,5.0,Orthodox,175.26,155.0,2.0,30.0,9.0,Orthodox,172.72,155.0,34.0,32.0
173,173,Damir Ismagulov,Joel Alvarez,Jakub Muller,2019-02-23,"Prague, Czech Republic",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,190.5,155.0,0.0,3.0,1.0,Orthodox,177.8,155.0,24.0,28.0
174,174,Francis Ngannou,Cain Velasquez,Jason Herzog,2019-02-17,"Phoenix, Arizona, USA",Red,Heavyweight,5,2.0,28.0,12.0,Orthodox,185.42,240.0,2.0,17.0,7.0,Orthodox,193.04,250.0,36.0,32.0
175,175,James Vick,Paul Felder,Keith Peterson,2019-02-17,"Phoenix, Arizona, USA",Blue,Lightweight,3,4.0,27.0,7.0,Orthodox,180.34,155.0,2.0,22.0,9.0,Orthodox,190.5,155.0,34.0,31.0
176,176,Cortney Casey,Cynthia Calvillo,Jason Herzog,2019-02-17,"Phoenix, Arizona, USA",Blue,Women's Strawweight,3,1.0,11.0,4.0,Orthodox,162.56,115.0,5.0,23.0,4.0,Orthodox,170.18,115.0,31.0,31.0
177,177,Alex Caceres,Kron Gracie,Keith Peterson,2019-02-17,"Phoenix, Arizona, USA",Blue,Featherweight,3,0.0,0.0,0.0,Southpaw,175.26,145.0,10.0,51.0,9.0,Southpaw,177.8,145.0,30.0,30.0
178,178,Vicente Luque,Bryan Barberena,Jason Herzog,2019-02-17,"Phoenix, Arizona, USA",Red,Welterweight,3,3.0,19.0,5.0,Southpaw,182.88,170.0,2.0,15.0,7.0,Orthodox,180.34,170.0,29.0,27.0
179,179,Andre Fili,Myles Jury,Keith Peterson,2019-02-17,"Phoenix, Arizona, USA",Red,Featherweight,3,3.0,22.0,8.0,Orthodox,177.8,145.0,5.0,27.0,6.0,Orthodox,180.34,145.0,30.0,28.0
180,180,Jimmie Rivera,Aljamain Sterling,Ryan Brueggeman,2019-02-17,"Phoenix, Arizona, USA",Blue,Bantamweight,3,3.0,29.0,8.0,Orthodox,170.18,135.0,1.0,17.0,6.0,Orthodox,162.56,135.0,29.0,29.0
181,181,Benito Lopez,Manny Bermudez,Keith Peterson,2019-02-17,"Phoenix, Arizona, USA",Blue,Bantamweight,3,0.0,3.0,2.0,Orthodox,177.8,135.0,0.0,3.0,1.0,Switch,177.8,135.0,24.0,24.0
182,182,Ashlee Evans-Smith,Andrea Lee,Al Guinee,2019-02-17,"Phoenix, Arizona, USA",Blue,Women's Flyweight,3,0.0,3.0,1.0,Orthodox,167.64,125.0,3.0,14.0,3.0,Orthodox,172.72,125.0,30.0,31.0
183,183,Scott Holtzman,Nik Lentz,Jason Herzog,2019-02-17,"Phoenix, Arizona, USA",Blue,Lightweight,3,8.0,56.0,13.0,Orthodox,172.72,155.0,2.0,21.0,5.0,Orthodox,175.26,155.0,34.0,35.0
184,184,Renan Barao,Luke Sanders,Al Guinee,2019-02-17,"Phoenix, Arizona, USA",Blue,Bantamweight,3,3.0,9.0,2.0,Southpaw,167.64,135.0,6.0,46.0,9.0,Orthodox,167.64,135.0,33.0,32.0
185,185,Alexandra Albu,Emily Whitmire,Ryan Brueggeman,2019-02-17,"Phoenix, Arizona, USA",Blue,Women's Strawweight,3,1.0,4.0,1.0,,165.1,115.0,0.0,5.0,2.0,Orthodox,157.48000000000005,115.0,27.0,28.0
186,186,Israel Adesanya,Anderson Silva,Herb Dean,2019-02-09,"Melbourne, Victoria, Australia",Red,Middleweight,3,5.0,55.0,17.0,Southpaw,187.96,185.0,0.0,11.0,4.0,Switch,193.04,185.0,43.0,29.0
187,187,Lando Vannata,Marcos Mariano,Steve Perceval,2019-02-09,"Melbourne, Victoria, Australia",Red,Lightweight,3,0.0,0.0,0.0,Switch,185.42,155.0,5.0,15.0,1.0,Orthodox,175.26,155.0,32.0,26.0
188,188,Rani Yahya,Ricky Simon,Steve Perceval,2019-02-09,"Melbourne, Victoria, Australia",Blue,Bantamweight,3,0.0,6.0,2.0,Orthodox,167.64,135.0,4.0,36.0,11.0,Orthodox,167.64,135.0,26.0,34.0
189,189,Montana De La Rosa,Nadia Kassem,Peter Hickmott,2019-02-09,"Melbourne, Victoria, Australia",Red,Women's Flyweight,3,0.0,3.0,1.0,Southpaw,165.1,125.0,0.0,4.0,2.0,,170.18,125.0,23.0,23.0
190,190,Jimmy Crute,Sam Alvey,Marc Goddard,2019-02-09,"Melbourne, Victoria, Australia",Red,Light Heavyweight,3,6.0,34.0,10.0,Southpaw,187.96,205.0,0.0,3.0,1.0,Orthodox,187.96,205.0,32.0,22.0
191,191,Devonte Smith,Dong Hyun Ma,Herb Dean,2019-02-09,"Melbourne, Victoria, Australia",Red,Lightweight,3,2.0,13.0,3.0,Orthodox,180.34,155.0,0.0,1.0,1.0,Orthodox,175.26,155.0,30.0,25.0
192,192,Shane Young,Austin Arnett,Greg Kleynjans,2019-02-09,"Melbourne, Victoria, Australia",Red,Featherweight,3,2.0,8.0,1.0,Orthodox,182.88,145.0,1.0,5.0,1.0,Orthodox,172.72,145.0,27.0,25.0
193,193,Kai Kara-France,Raulian Paiva,Marc Goddard,2019-02-09,"Melbourne, Victoria, Australia",Red,Flyweight,3,0.0,0.0,0.0,Orthodox,172.72,125.0,0.0,3.0,1.0,Orthodox,165.1,125.0,23.0,25.0
194,194,Teruto Ishihara,Kyung Ho Kang,Herb Dean,2019-02-09,"Melbourne, Victoria, Australia",Blue,Bantamweight,3,3.0,16.0,3.0,Orthodox,175.26,135.0,5.0,19.0,3.0,Southpaw,170.18,135.0,31.0,27.0
195,195,Callan Potter,Jalin Turner,Peter Hickmott,2019-02-09,"Melbourne, Victoria, Australia",Blue,Lightweight,3,1.0,1.0,0.0,Southpaw,190.5,155.0,0.0,0.0,0.0,Orthodox,182.88,155.0,23.0,34.0
196,196,Wuliji Buren,Jonathan Martinez,Greg Kleynjans,2019-02-09,"Melbourne, Victoria, Australia",Blue,Bantamweight,3,1.0,3.0,0.0,Southpaw,172.72,135.0,2.0,5.0,0.0,Orthodox,175.26,135.0,32.0,29.0
197,197,Raphael Assuncao,Marlon Moraes,Jason Herzog,2019-02-02,"Fortaleza, Ceara, Brazil",Blue,Bantamweight,5,1.0,8.0,3.0,Orthodox,167.64,135.0,2.0,35.0,11.0,Orthodox,165.1,135.0,30.0,36.0
198,198,Jose Aldo,Renato Moicano,Jerin Valel,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Featherweight,3,1.0,15.0,5.0,Orthodox,180.34,145.0,3.0,43.0,9.0,Orthodox,170.18,145.0,29.0,32.0
199,199,Demian Maia,Lyman Good,Osiris Maia,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Welterweight,3,1.0,6.0,2.0,Orthodox,182.88,170.0,9.0,78.0,19.0,Southpaw,185.42,170.0,33.0,41.0
200,200,Charles Oliveira,David Teymur,Jerin Valel,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Lightweight,3,0.0,13.0,5.0,Southpaw,175.26,155.0,9.0,40.0,13.0,Orthodox,177.8,155.0,29.0,29.0
201,201,Johnny Walker,Justin Ledet,Eduardo Herdy,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Light Heavyweight,3,1.0,10.0,3.0,Orthodox,193.04,205.0,0.0,1.0,1.0,Orthodox,195.58,205.0,30.0,26.0
202,202,Livinha Souza,Sarah Frota,Camila Albuquerque,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Women's Strawweight,3,0.0,0.0,0.0,Southpaw,167.64,115.0,0.0,1.0,1.0,Orthodox,165.1,115.0,31.0,27.0
203,203,Markus Perez,Anthony Hernandez,Eduardo Herdy,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,182.88,185.0,2.0,7.0,1.0,Orthodox,185.42,185.0,25.0,30.0
204,204,Mara Romero Borella,Taila Santos,Camila Albuquerque,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Women's Flyweight,3,0.0,0.0,0.0,Orthodox,165.1,125.0,1.0,4.0,1.0,Orthodox,167.64,125.0,25.0,32.0
205,205,Thiago Alves,Max Griffin,Jason Herzog,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Welterweight,3,3.0,13.0,2.0,Orthodox,180.34,170.0,10.0,58.0,14.0,Orthodox,175.26,170.0,33.0,35.0
206,206,Junior Albini,Jairzinho Rozenstruik,Joao Claudio Soares,2019-02-02,"Fortaleza, Ceara, Brazil",Blue,Heavyweight,3,0.0,0.0,0.0,Orthodox,193.04,242.0,2.0,5.0,1.0,Orthodox,190.5,264.0,30.0,27.0
207,207,Geraldo de Freitas,Felipe Colares,Osiris Maia,2019-02-02,"Fortaleza, Ceara, Brazil",Red,Featherweight,3,0.0,0.0,0.0,Orthodox,175.26,135.0,0.0,0.0,0.0,Orthodox,175.26,135.0,24.0,27.0
208,208,Ricardo Ramos,Said Nurmagomedov,Joao Claudio Soares,2019-02-02,"Fortaleza, Ceara, Brazil",Blue,Bantamweight,3,0.0,3.0,1.0,Orthodox,172.72,135.0,0.0,9.0,3.0,Orthodox,175.26,135.0,26.0,23.0
209,209,Magomed Bibulatov,Rogerio Bontorin,Jerin Valel,2019-02-02,"Fortaleza, Ceara, Brazil",Blue,Flyweight,3,0.0,0.0,0.0,Orthodox,167.64,125.0,1.0,4.0,1.0,Orthodox,165.1,125.0,26.0,30.0
210,210,Henry Cejudo,TJ Dillashaw,Kevin MacDonald,2019-01-19,"Brooklyn, New York, USA",Red,Flyweight,5,3.0,42.0,12.0,Orthodox,167.64,125.0,2.0,26.0,7.0,Orthodox,162.56,135.0,32.0,31.0
211,211,Greg Hardy,Allen Crowder,Dan Miragliotta,2019-01-19,"Brooklyn, New York, USA",Blue,Heavyweight,3,1.0,1.0,0.0,Orthodox,190.5,245.0,0.0,0.0,0.0,Orthodox,195.58,265.0,29.0,30.0
212,212,Gregor Gillespie,Yancy Medeiros,Todd Ronald Anderson,2019-01-19,"Brooklyn, New York, USA",Red,Lightweight,3,6.0,21.0,6.0,Orthodox,177.8,155.0,0.0,9.0,5.0,Orthodox,170.18,155.0,31.0,32.0
213,213,Joseph Benavidez,Dustin Ortiz,Blake Grice,2019-01-19,"Brooklyn, New York, USA",Red,Flyweight,3,5.0,34.0,8.0,Orthodox,165.1,125.0,3.0,40.0,13.0,Southpaw,162.56,125.0,30.0,34.0
214,214,Paige VanZant,Rachael Ostovich,Kevin MacDonald,2019-01-19,"Brooklyn, New York, USA",Red,Women's Flyweight,3,1.0,4.0,1.0,Orthodox,160.02,125.0,3.0,20.0,4.0,Orthodox,162.56,115.0,27.0,24.0
215,215,Glover Teixeira,Karl Roberson,Dan Miragliotta,2019-01-19,"Brooklyn, New York, USA",Red,Light Heavyweight,3,1.0,5.0,2.0,Southpaw,185.42,205.0,5.0,35.0,10.0,Orthodox,187.96,205.0,28.0,39.0
216,216,Alexander Hernandez,Donald Cerrone,Todd Ronald Anderson,2019-01-19,"Brooklyn, New York, USA",Blue,Lightweight,3,8.0,61.0,21.0,Orthodox,185.42,155.0,0.0,4.0,2.0,Orthodox,175.26,155.0,35.0,26.0
217,217,Joanne Calderwood,Ariane Lipski,Blake Grice,2019-01-19,"Brooklyn, New York, USA",Red,Women's Flyweight,3,0.0,0.0,0.0,Orthodox,160.02,125.0,3.0,15.0,4.0,Orthodox,167.64,125.0,24.0,33.0
218,218,Alonzo Menifield,Vinicius Moreira,Dan Miragliotta,2019-01-19,"Brooklyn, New York, USA",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,193.04,185.0,0.0,0.0,0.0,Orthodox,182.88,205.0,29.0,31.0
219,219,Cory Sandhagen,Mario Bautista,Kevin MacDonald,2019-01-19,"Brooklyn, New York, USA",Red,Bantamweight,3,0.0,0.0,0.0,Switch,175.26,135.0,0.0,4.0,2.0,Switch,180.34,135.0,25.0,26.0
220,220,Dennis Bermudez,Te Edwards,Blake Grice,2019-01-19,"Brooklyn, New York, USA",Red,Lightweight,3,1.0,2.0,0.0,Orthodox,172.72,155.0,7.0,39.0,9.0,Orthodox,167.64,155.0,28.0,32.0
