,Red,R_Height_cms,Blue,B_Height_cms,height_dif,ganador,ganador_height
2708,Carlos Condit,187.96,Court McGee,180.34,-7.62,Carlos Condit,bajo
2709,Casey Kenney,170.18,Heili Alateng,165.1,-5.08,Casey Kenney,bajo
2710,Israel Adesanya,193.04,Paulo Costa,185.42,-7.62,Israel Adesanya,bajo
2711,Ketlen Vieira,172.72,Sijara Eubanks,162.56,-10.16,Ketlen Vieira,bajo
2712,Juan Espino,193.04,Jeff Hughes,187.96,-5.08,Juan Espino,bajo
2713,Colby Covington,180.34,Tyron Woodley,175.26,-5.08,Colby Covington,bajo
2714,Khamzat Chimaev,187.96,Gerald Meerschaert,185.42,-2.54,Khamzat Chimaev,bajo
2715,Johnny Walker,198.12,Ryan Spann,195.58,-2.54,Johnny Walker,bajo
2716,Kevin Holland,190.5,Darren Stewart,182.88,-7.62,Kevin Holland,bajo
2717,Jessica-Rose Clark,165.1,Sarah Alpar,162.56,-2.54,Jessica-Rose Clark,bajo
2718,Darrick Minner,170.18,TJ Laramie,167.64,-2.54,Darrick Minner,bajo
2719,Andre Ewell,172.72,Irwin Rivera,167.64,-5.08,Andre Ewell,bajo
2720,Roxanne Modafferi,170.18,Andrea Lee,167.64,-2.54,Roxanne Modafferi,bajo
2721,Alexandr Romanov,187.96,Roque Martinez,177.8,-10.16,Alexandr Romanov,bajo
2722,Sabina Mazo,170.18,Justine Kish,165.1,-5.08,Sabina Mazo,bajo
2723,Alistair Overeem,193.04,Augusto Sakai,190.5,-2.54,Alistair Overeem,bajo
2724,Ovince Saint Preux,190.5,Alonzo Menifield,182.88,-7.62,Ovince Saint Preux,bajo
2725,Michel Pereira,185.42,Zelim Imadaev,182.88,-2.54,Michel Pereira,bajo
2726,Andre Muniz,185.42,Bartosz Fabinski,182.88,-2.54,Andre Muniz,bajo
2727,Mallory Martin,162.56,Hannah Cifers,154.94,-7.62,Mallory Martin,bajo
2728,Alex Caceres,177.8,Austin Springer,172.72,-5.08,Alex Caceres,bajo
2729,Sean Brady,177.8,Christian Aguilera,175.26,-2.54,Sean Brady,bajo
2730,Amanda Lemos,162.56,Mizuki Inoue,160.02,-2.54,Amanda Lemos,bajo
2731,Stipe Miocic,193.04,Daniel Cormier,180.34,-12.7,Stipe Miocic,bajo
2732,Chris Daukaus,187.96,Parker Porter,172.0,-187.96,Chris Daukaus,bajo
2733,Derrick Lewis,190.5,Aleksei Oleinik,187.96,-2.54,Derrick Lewis,bajo
2734,Beneil Dariush,177.8,Scott Holtzman,175.26,-2.54,Beneil Dariush,bajo
2735,Tim Means,187.96,Laureano Staropoli,185.42,-2.54,Tim Means,bajo
2736,Kevin Holland,190.5,Joaquin Buckley,177.8,-12.7,Kevin Holland,bajo
2737,Nasrat Haqparast,177.8,Alex Munoz,175.26,-2.54,Nasrat Haqparast,bajo
2738,Andrew Sanchez,185.42,Wellington Turman,182.88,-2.54,Andrew Sanchez,bajo
2739,Jamall Emmers,177.8,Vince Cachero,167.64,-10.16,Jamall Emmers,bajo
2740,Paul Craig,190.5,Gadzhimurad Antigulov,180.34,-10.16,Paul Craig,bajo
2741,Khamzat Chimaev,187.96,Rhys McKee,185.42,-2.54,Khamzat Chimaev,bajo
2742,Tom Aspinall,195.58,Jake Collier,190.5,-5.08,Tom Aspinall,bajo
2743,Deiveson Figueiredo,165.1,Joseph Benavidez,162.56,-2.54,Deiveson Figueiredo,bajo
2744,Jack Hermansson,185.42,Kelvin Gastelum,175.26,-10.16,Jack Hermansson,bajo
2745,Grant Dawson,177.8,Nad Narimani,172.72,-5.08,Grant Dawson,bajo
2746,Calvin Kattar,180.34,Dan Ige,170.18,-10.16,Calvin Kattar,bajo
2747,Tim Elliott,170.18,Ryan Benoit,165.1,-5.08,Tim Elliott,bajo
2748,Modestas Bukauskas,190.5,Andreas Michailidis,182.88,-7.62,Modestas Bukauskas,bajo
2749,Jared Gordon,175.26,Chris Fishgold,172.72,-2.54,Jared Gordon,bajo
2750,Kamaru Usman,182.88,Jorge Masvidal,180.34,-2.54,Kamaru Usman,bajo
2751,Leonardo Santos,182.88,Roman Bogatov,172.72,-10.16,Leonardo Santos,bajo
2752,Raulian Paiva,172.72,Zhalgas Zhamagulov,162.56,-10.16,Raulian Paiva,bajo
2753,Mara Romero Borella,167.64,Miranda Maverick,160.02,-7.62,Mara Romero Borella,bajo
2754,Kay Hansen,160.02,Jinh Yu Frey,157.48,-2.54,Kay Hansen,bajo
2755,Raquel Pennington,170.18,Marion Reneau,167.64,-2.54,Raquel Pennington,bajo
2756,Tecia Torres,154.94,Brianna Van Buren,152.4,-2.54,Tecia Torres,bajo
2757,Marc-Andre Barriault,185.42,Oskar Piechota,182.88,-2.54,Marc-Andre Barriault,bajo
2758,Charles Rosa,175.26,Kevin Aguilar,170.18,-5.08,Charles Rosa,bajo
2759,Andre Fili,180.34,Charles Jourdain,175.26,-5.08,Andre Fili,bajo
2760,Mariya Agapova,167.64,Hannah Cifers,154.94,-12.7,Mariya Agapova,bajo
2761,Merab Dvalishvili,167.64,Gustavo Lopez,165.1,-2.54,Merab Dvalishvili,bajo
2762,Julia Avila,170.18,Gina Mazany,167.64,-2.54,Julia Avila,bajo
2763,Tyson Nam,170.18,Zarrukh Adashev,165.1,-5.08,Tyson Nam,bajo
2764,Amanda Nunes,172.72,Felicia Spencer,167.64,-5.08,Amanda Nunes,bajo
2765,Neil Magny,190.5,Anthony Rocco Martin,182.88,-7.62,Neil Magny,bajo
2766,Billy Quarantillo,177.8,Spike Carlyle,172.72,-5.08,Billy Quarantillo,bajo
2767,Roosevelt Roberts,187.96,Brok Weaver,182.88,-5.08,Roosevelt Roberts,bajo
2768,Mackenzie Dern,162.56,Hannah Cifers,154.94,-7.62,Mackenzie Dern,bajo
2769,Katlyn Chookagian,175.26,Antonina Shevchenko,172.72,-2.54,Katlyn Chookagian,bajo
2770,Daniel Rodriguez,185.42,Gabe Green,177.8,-7.62,Daniel Rodriguez,bajo
2771,Jamahal Hill,193.04,Klidson Abreu,182.88,-10.16,Jamahal Hill,bajo
2772,Chris Gutierrez,175.26,Vince Morales,170.18,-5.08,Chris Gutierrez,bajo
2773,Claudia Gadelha,162.56,Angela Hill,160.02,-2.54,Claudia Gadelha,bajo
2774,Miguel Baeza,187.96,Matt Brown,182.88,-5.08,Miguel Baeza,bajo
2775,Kevin Holland,190.5,Anthony Hernandez,182.88,-7.62,Kevin Holland,bajo
2776,Giga Chikadze,182.88,Irwin Rivera,167.64,-15.24,Giga Chikadze,bajo
2777,Cortney Casey,170.18,Mara Romero Borella,167.64,-2.54,Cortney Casey,bajo
2778,Ben Rothwell,193.04,Ovince Saint Preux,190.5,-2.54,Ben Rothwell,bajo
2779,Ricky Simon,167.64,Ray Borg,162.56,-5.08,Ricky Simon,bajo
2780,Andrei Arlovski,190.5,Philipe Lins,187.96,-2.54,Andrei Arlovski,bajo
2781,Chase Sherman,193.04,Ike Villanueva,185.42,-7.62,Chase Sherman,bajo
2782,Bryce Mitchell,177.8,Charles Rosa,175.26,-2.54,Bryce Mitchell,bajo
2783,Ryan Spann,195.58,Sam Alvey,187.96,-7.62,Ryan Spann,bajo
2784,Greg Hardy,195.58,Yorgan De Castro,182.88,-12.7,Greg Hardy,bajo
2785,Renato Moicano,180.34,Damir Hadzovic,175.26,-5.08,Renato Moicano,bajo
2786,Francisco Trinaldo,175.26,John Makdessi,172.72,-2.54,Francisco Trinaldo,bajo
2787,Elizeu Dos Santos,180.34,Aleksei Kunchenko,172.72,-7.62,Elizeu Dos Santos,bajo
2788,Israel Adesanya,193.04,Yoel Romero,182.88,-10.16,Israel Adesanya,bajo
2789,Beneil Dariush,177.8,Drakkar Klose,175.26,-2.54,Beneil Dariush,bajo
2790,Neil Magny,190.5,Li Jingliang,182.88,-7.62,Neil Magny,bajo
2791,Sean O'Malley,180.34,Jose Quinonez,172.72,-7.62,Sean O'Malley,bajo
2792,Gerald Meerschaert,185.42,Deron Winn,167.64,-17.78,Gerald Meerschaert,bajo
2793,Danaa Batgerel,170.18,Guido Cannetti,167.64,-2.54,Danaa Batgerel,bajo
2794,Megan Anderson,182.88,Norma Dumont,170.18,-12.7,Megan Anderson,bajo
2795,Grant Dawson,177.8,Darrick Minner,170.18,-7.62,Grant Dawson,bajo
2796,Luis Pena,190.5,Steve Garcia,182.88,-7.62,Luis Pena,bajo
2797,Jordan Griffin,177.8,TJ Brown,175.26,-2.54,Jordan Griffin,bajo
2798,Jim Crute,187.96,Michal Oleksiejczuk,182.88,-5.08,Jim Crute,bajo
2799,Jalin Turner,190.5,Joshua Culibao,177.8,-12.7,Jalin Turner,bajo
2800,Priscila Cachoeira,170.18,Shana Dobson,167.64,-2.54,Priscila Cachoeira,bajo
2801,Demian Maia,185.42,Rocco Martin,182.88,-2.54,Demian Maia,bajo
2802,Ricardo Ramos,175.26,Journey Newson,165.1,-10.16,Ricardo Ramos,bajo
2803,Maurice Greene,200.66,Junior Albini,190.5,-10.16,Maurice Greene,bajo
2804,Andre Ewell,172.72,Anderson Dos Santos,165.1,-7.62,Andre Ewell,bajo
2805,Kevin Holland,190.5,Alessio Di Chirico,182.88,-7.62,Kevin Holland,bajo
2806,Ashley Yoder,170.18,Syuri Kondo,162.56,-7.62,Ashley Yoder,bajo
2807,Jon Jones,193.04,Thiago Santos,187.96,-5.08,Jon Jones,bajo
2808,Edmen Shahbazyan,187.96,Jack Marshman,182.88,-5.08,Edmen Shahbazyan,bajo
2809,Montana De La Rosa,170.18,Mara Romero Borella,167.64,-2.54,Montana De La Rosa,bajo
2810,Brok Weaver,182.88,Kazula Vargas,172.72,-10.16,Brok Weaver,bajo
2811,Macy Chiasson,180.34,Shanna Young,170.18,-10.16,Macy Chiasson,bajo
2812,Germaine De Randamie,175.26,Aspen Ladd,167.64,-7.62,Germaine De Randamie,bajo
2813,Karl Roberson,185.42,Wellington Turman,182.88,-2.54,Karl Roberson,bajo
2814,Andre Fili,180.34,Sheymon Moraes,172.72,-7.62,Andre Fili,bajo
2815,Julianna Pena,167.64,Nicco Montano,165.1,-2.54,Julianna Pena,bajo
2816,Benito Lopez,177.8,Vince Morales,170.18,-7.62,Benito Lopez,bajo
2817,Mario Bautista,175.26,Jin Soo Son,167.64,-7.62,Mario Bautista,bajo
2818,Max Holloway,180.34,Frankie Edgar,167.64,-12.7,Max Holloway,bajo
2819,Cris Cyborg,172.72,Felicia Spencer,167.64,-5.08,Cris Cyborg,bajo
2820,Jim Miller,172.72,Clay Guida,170.18,-2.54,Jim Miller,bajo
2821,Mickey Gall,187.96,Salim Touahri,177.8,-10.16,Mickey Gall,bajo
2822,Miranda Granger,170.18,Hannah Goldy,162.56,-7.62,Miranda Granger,bajo
2823,Derrick Lewis,190.5,Ilir Latifi,177.8,-12.7,Derrick Lewis,bajo
2824,Vincente Luque,180.34,Mike Perry,177.8,-2.54,Vincente Luque,bajo
2825,Volkan Oezdemir,187.96,Ilir Latifi,177.8,-10.16,Volkan Oezdemir,bajo
2826,Gilbert Burns,177.8,Aleksei Kunchenko,172.72,-5.08,Gilbert Burns,bajo
2827,Ciryl Gane,193.04,Raphael Pessoa Nunes,190.5,-2.54,Ciryl Gane,bajo
2828,Derek Brunson,185.42,Ian Heinisch,180.34,-5.08,Derek Brunson,bajo
2829,Sabina Mazo,170.18,Shana Dobson,167.64,-2.54,Sabina Mazo,bajo
2830,Li Jingliang,182.88,Elizeu Dos Santos,180.34,-2.54,Li Jingliang,bajo
2831,Song Kenan,182.88,Derrick,177.8,-5.08,Song Kenan,bajo
2832,Da Un Jung,193.04,Khadis Ibragimov,190.5,-2.54,Da Un Jung,bajo
2833,Karol Rosa,165.1,Lara Procopio,162.56,-2.54,Karol Rosa,bajo
2834,Khabib Nurmagomedov,177.8,Dustin Poirier,175.26,-2.54,Khabib Nurmagomedov,bajo
2835,Islam Makhachev,177.8,Davi Ramos,167.64,-10.16,Islam Makhachev,bajo
2836,Curtis Blaydes,193.04,Shamil Abdurakhimov,190.5,-2.54,Curtis Blaydes,bajo
2837,Belal Muhammad,180.34,Takashi Sato,177.8,-2.54,Belal Muhammad,bajo
2838,Misha Cirkunov,190.5,Jimmy Crute,187.96,-2.54,Misha Cirkunov,bajo
2839,Chas Skelly,180.34,Jordan Griffin,177.8,-2.54,Chas Skelly,bajo
2840,Irene Aldana,175.26,Vanessa Melo,165.1,-10.16,Irene Aldana,bajo
2841,Jose Quinonez,172.72,Carlos Huachin,162.56,-10.16,Jose Quinonez,bajo
2842,Marc Diakiese,177.8,Lando Vannata,175.26,-2.54,Marc Diakiese,bajo
2843,Jake Matthews,180.34,Rostem Akman,177.8,-2.54,Jake Matthews,bajo
2844,Callan Potter,182.88,Maki Pitolo,177.8,-5.08,Callan Potter,bajo
2845,Megan Anderson,182.88,Zarah Fairn,172.72,-10.16,Megan Anderson,bajo
2846,Khalid Taha,165.1,Bruno Silva,162.56,-2.54,Khalid Taha,bajo
2847,Jamahal Hill,193.04,Darko Stosic,182.88,-10.16,Jamahal Hill,bajo
2848,Montel Jackson,177.8,Felipe Colares,172.72,-5.08,Montel Jackson,bajo
2849,Brett Johns,170.18,Tony Gravely,165.1,-5.08,Brett Johns,bajo
2850,Joanna Jedrzejczyk,167.64,Michelle Waterson,160.02,-7.62,Joanna Jedrzejczyk,bajo
2851,Ryan Spann,195.58,Devin Clark,182.88,-12.7,Ryan Spann,bajo
2852,Miguel Baeza,187.96,Hector Aldana,180.34,-7.62,Miguel Baeza,bajo
2853,Yair Rodriguez,180.34,Jeremy Stephens,175.26,-5.08,Yair Rodriguez,bajo
2854,Dominick Reyes,193.04,Chris Weidman,187.96,-5.08,Dominick Reyes,bajo
2855,Demian Maia,185.42,Ben Askren,180.34,-5.08,Demian Maia,bajo
2856,Raphael Pessoa Nunes,190.5,Jeff Hughes,187.96,-2.54,Raphael Pessoa Nunes,bajo
2857,Holly Holm,172.72,Raquel Pennington,170.18,-2.54,Holly Holm,bajo
2858,Roxanne Modafferi,170.18,Maycee Barber,165.1,-5.08,Roxanne Modafferi,bajo
2859,Aleksa Camur,185.42,Justin Ledet,182.88,-2.54,Aleksa Camur,bajo
2860,Sabina Mazo,170.18,JJ Aldrich,165.1,-5.08,Sabina Mazo,bajo
2861,Stephen Thompson,182.88,Vicente Luque,180.34,-2.54,Stephen Thompson,bajo
2862,Derrick Lewis,190.5,Blagoy Ivanov,180.34,-10.16,Derrick Lewis,bajo
2863,Kevin Lee,175.26,Gregor Gillespie,170.18,-5.08,Kevin Lee,bajo
2864,Shane Burgos,180.34,Makwan Amirkhani,177.8,-2.54,Shane Burgos,bajo
2865,Katlyn Chookagian,175.26,Jennifer Maia,162.56,-12.7,Katlyn Chookagian,bajo
2866,Zabit Magomedsharipov,185.42,Calvin Kattar,180.34,-5.08,Zabit Magomedsharipov,bajo
2867,Alekander Volkov,200.66,Greg Hardy,195.58,-5.08,Alekander Volkov,bajo
2868,Shamil Gamzatov,187.96,Klidson Abreu,182.88,-5.08,Shamil Gamzatov,bajo
2869,Magomed Ankalaev,190.5,Dalcha Lungiambula,172.72,-17.78,Magomed Ankalaev,bajo
2870,Jan Blachowicz,187.96,Jacare Souza,185.42,-2.54,Jan Blachowicz,bajo
2871,Charles Oliveira,177.8,Jared Gordon,175.26,-2.54,Charles Oliveira,bajo
2872,Douglas Silva de Andrade,170.18,Renan Barao,167.64,-2.54,Douglas Silva de Andrade,bajo
2873,Ariane Lipski,167.64,Isabela De Pauda,160.02,-7.62,Ariane Lipski,bajo
2874,Kyung Ho Kang,175.26,Liu Pingyuan,167.64,-7.62,Kyung Ho Kang,bajo
2875,Ciryl Gane,193.04,Tanner Boser,187.96,-5.08,Ciryl Gane,bajo
2876,Seungwoo Choi,182.88,Suman Mokhtarian,177.8,-5.08,Seungwoo Choi,bajo
2877,Kamaru Usman,182.88,Colby Covington,180.34,-2.54,Kamaru Usman,bajo
2878,Peter Yan,170.18,Urijah Faber,167.64,-2.54,Peter Yan,bajo
2879,Geoff Neal,180.34,Mike Perry,177.8,-2.54,Geoff Neal,bajo
2880,Chase Hooper,185.42,Daniel Teymur,165.1,-20.32,Chase Hooper,bajo
2881,Brandon Moreno,170.18,Kai Kara France,162.56,-7.62,Brandon Moreno,bajo
2882,Jessica Eye,167.64,Viviane Araujo,162.56,-5.08,Jessica Eye,bajo
2883,Rob Font,172.72,Ricky Simon,167.64,-5.08,Rob Font,bajo
2884,Billy Quarantillo,177.8,Jacob Kilburn,175.26,-2.54,Billy Quarantillo,bajo
2885,Bryce Mitchell,177.8,Matt Sayles,170.18,-7.62,Bryce Mitchell,bajo
2886,Mallory Martin,162.56,Virna Jandiroba,160.02,-2.54,Mallory Martin,bajo
2887,Aljamain Sterling,170.18,Pedro Munhoz,167.64,-2.54,Aljamain Sterling,bajo
2888,Yan Xiaonan,165.1,Angela Hill,160.02,-5.08,Yan Xiaonan,bajo
2889,Katlyn Chookagian,175.26,Joanne Calderwood,167.64,-7.62,Katlyn Chookagian,bajo
2890,Makwan Amirkhani,177.8,Chris Fishgold,172.72,-5.08,Makwan Amirkhani,bajo
2891,Bea Malecki,175.26,Duda Santana,170.18,-5.08,Bea Malecki,bajo
2892,Joel Alvarez,190.5,Danilo Belluardo,182.88,-7.62,Joel Alvarez,bajo
2893,Vicente Luque,180.34,Derrick Krantz,177.8,-2.54,Vicente Luque,bajo
2894,Charles Oliveira,177.8,Nik Lentz,172.72,-5.08,Charles Oliveira,bajo
2895,Aspen Ladd,167.64,Sijara Eubanks,162.56,-5.08,Aspen Ladd,bajo
2896,Desmond Green,177.8,Charles Jourdain,175.26,-2.54,Desmond Green,bajo
2897,Irene Aldana,175.26,Bethe Correia,165.1,-10.16,Irene Aldana,bajo
2898,Raoni Barcelos,170.18,Carlos Huachin,162.56,-7.62,Raoni Barcelos,bajo
2899,Walt Harris,195.58,Serghei Spivac,190.5,-5.08,Walt Harris,bajo
2900,Macy Chiasson,180.34,Sarah Moras,170.18,-10.16,Macy Chiasson,bajo
2901,Nordine Taleb,185.42,Kyle Prepolec,177.8,-7.62,Nordine Taleb,bajo
2902,Greg Hardy,195.58,Dmitrii Smoliakov,187.96,-7.62,Greg Hardy,bajo
2903,Glover Teixeira,187.96,Ion Cutelaba,185.42,-2.54,Glover Teixeira,bajo
2904,Roosevelt Roberts,187.96,Thomas Gifford,185.42,-2.54,Roosevelt Roberts,bajo
2905,Angela Hill,160.02,Jodie Esquibel,154.94,-5.08,Angela Hill,bajo
2906,Alistair Overeem,193.04,Aleksei Oleinik,187.96,-5.08,Alistair Overeem,bajo
2907,Islam Makhachev,177.8,Arman Tsarukyan,170.18,-7.62,Islam Makhachev,bajo
2908,Krzysztof Jotko,185.42,Alen Amedovski,177.8,-7.62,Krzysztof Jotko,bajo
2909,Alexander Yakovlev,190.5,Alex Da Silva,172.72,-17.78,Alexander Yakovlev,bajo
2910,Montel Jackson,177.8,Andre Soukhamthath,175.26,-2.54,Montel Jackson,bajo
2911,Brandon Davis,177.8,Randy Costa,175.26,-2.54,Brandon Davis,bajo
2912,Sodiq Yusuff,175.26,Sheymon Moraes,172.72,-2.54,Sodiq Yusuff,bajo
2913,Marina Rodriguez,167.64,Jessica Aguilar,160.02,-7.62,Marina Rodriguez,bajo
2914,Kevin Holland,190.5,Gerald Meerschaert,185.42,-5.08,Kevin Holland,bajo
2915,Curtis Blaydes,193.04,Justin Willis,185.42,-7.62,Curtis Blaydes,bajo
2916,Luis Pena,190.5,Steven Peterson,177.8,-12.7,Luis Pena,bajo
2917,Marlon Vera,172.72,Frankie Saenz,167.64,-5.08,Marlon Vera,bajo
2918,Randa Markos,162.56,Angela Hill,160.02,-2.54,Randa Markos,bajo
2919,Leon Edwards,182.88,Gunnar Nelson,180.34,-2.54,Leon Edwards,bajo
2920,Jack Marshman,182.88,John Phillips,180.34,-2.54,Jack Marshman,bajo
2921,Beneil Dariush,177.8,Drew Dober,172.72,-5.08,Beneil Dariush,bajo
2922,Maurice Greene,200.66,Jeff Hughes,187.96,-12.7,Maurice Greene,bajo
2923,Edmen Shahbazyan,187.96,Charles Byrd,177.8,-10.16,Edmen Shahbazyan,bajo
2924,Stefan Struve,210.82,Marcos Rogerio de Lima,185.42,-25.4,Stefan Struve,bajo
2925,Magomed Ankalaev,190.5,Klidson Abreu,182.88,-7.62,Magomed Ankalaev,bajo
2926,Dwight Grant,185.42,Carlo Pedersoli,180.34,-5.08,Dwight Grant,bajo
2927,Francis Ngannou,193.04,Cain Velasquez,185.42,-7.62,Francis Ngannou,bajo
2928,Andre Fili,180.34,Myles Jury,177.8,-2.54,Andre Fili,bajo
2929,Israel Adesanya,193.04,Anderson Silva,187.96,-5.08,Israel Adesanya,bajo
2930,Montana De La Rosa,170.18,Nadia Kassem,165.1,-5.08,Montana De La Rosa,bajo
2931,Demian Maia,185.42,Lyman Good,182.88,-2.54,Demian Maia,bajo
2932,Charles Oliveira,177.8,David Teymur,175.26,-2.54,Charles Oliveira,bajo
2933,Johnny Walker,195.58,Justin Ledet,193.04,-2.54,Johnny Walker,bajo
2934,Markus Perez,185.42,Anthony Hernandez,182.88,-2.54,Markus Perez,bajo
2935,Mara Romero Borella,167.64,Taila Santos,165.1,-2.54,Mara Romero Borella,bajo
2936,Paige VanZant,162.56,Rachael Ostovich,160.02,-2.54,Paige VanZant,bajo
2937,Glover Teixeira,187.96,Karl Roberson,185.42,-2.54,Glover Teixeira,bajo
2938,Joanne Calderwood,167.64,Ariane Lipski,160.02,-7.62,Joanne Calderwood,bajo
2939,Cory Sandhagen,180.34,Mario Bautista,175.26,-5.08,Cory Sandhagen,bajo
2940,Curtis Millender,187.96,Siyar Bahadurzada,180.34,-7.62,Curtis Millender,bajo
2941,Rob Font,172.72,Sergio Pettis,167.64,-5.08,Rob Font,bajo
2942,Max Holloway,180.34,Brian Ortega,172.72,-7.62,Max Holloway,bajo
2943,Hakeem Dawodu,172.72,Kyle Bochniak,170.18,-2.54,Hakeem Dawodu,bajo
2944,Junior Dos Santos,193.04,Tai Tuivasa,187.96,-5.08,Junior Dos Santos,bajo
2945,Keita Nakamura,180.34,Salim Touahri,177.8,-2.54,Keita Nakamura,bajo
2946,Juan Espino,193.04,Justin Frazier,182.88,-10.16,Juan Espino,bajo
2947,Maurice Greene,200.66,Michel Batista,190.5,-10.16,Maurice Greene,bajo
2948,Roosevelt Roberts,187.96,Darrell Horcher,177.8,-10.16,Roosevelt Roberts,bajo
2949,Tim Means,187.96,Ricky Rainey,185.42,-2.54,Tim Means,bajo
2950,Alistair Overeem,193.04,Sergei Pavlovich,190.5,-2.54,Alistair Overeem,bajo
2951,Song Yadong,172.72,Vince Morales,170.18,-2.54,Song Yadong,bajo
2952,Wu Yanan,172.72,Lauren Mueller,165.1,-7.62,Wu Yanan,bajo
2953,Weili Zhang,162.56,Jessica Aguilar,160.02,-2.54,Weili Zhang,bajo
2954,Yan Xiaonan,165.1,Syuri Kondo,162.56,-2.54,Yan Xiaonan,bajo
2955,Kevin Holland,190.5,John Phillips,180.34,-10.16,Kevin Holland,bajo
2956,Laureano Staropoli,185.42,Hector Aldana,180.34,-5.08,Laureano Staropoli,bajo
2957,Nad Narimani,172.72,Anderson Dos Santos,165.1,-7.62,Nad Narimani,bajo
2958,Donald Cerrone,185.42,Mike Perry,177.8,-7.62,Donald Cerrone,bajo
2959,Beneil Dariush,177.8,Thiago Moises,175.26,-2.54,Beneil Dariush,bajo
2960,Maycee Barber,165.1,Hannah Cifers,154.94,-10.16,Maycee Barber,bajo
2961,Ashley Yoder,170.18,Amanda Cooper,160.02,-10.16,Ashley Yoder,bajo
2962,Karl Roberson,185.42,Jack Marshman,182.88,-2.54,Karl Roberson,bajo
2963,Michael Johnson,177.8,Artem Lobov,175.26,-2.54,Michael Johnson,bajo
2964,Misha Cirkunov,190.5,Patrick Cummins,187.96,-2.54,Misha Cirkunov,bajo
2965,Andre Soukhamthath,175.26,Jonathan Martinez,172.72,-2.54,Andre Soukhamthath,bajo
2966,Gian Villante,190.5,Ed Herman,185.42,-5.08,Gian Villante,bajo
2967,Calvin Kattar,180.34,Chris Fishgold,172.72,-7.62,Calvin Kattar,bajo
2968,Khabib Nurmagomedov,177.8,Conor McGregor,175.26,-2.54,Khabib Nurmagomedov,bajo
2969,Tony Ferguson,180.34,Anthony Pettis,177.8,-2.54,Tony Ferguson,bajo
2970,Thiago Santos,187.96,Eryk Anders,185.42,-2.54,Thiago Santos,bajo
2971,Mayra Bueno Silva,167.64,Gillian Robertson,165.1,-2.54,Mayra Bueno Silva,bajo
2972,Thales Leites,185.42,Hector Lombard,175.26,-10.16,Thales Leites,bajo
2973,Elizeu Zaleski dos Santos,180.34,Luigi Vendramini,172.72,-7.62,Elizeu Zaleski dos Santos,bajo
2974,Livinha Souza,165.1,Alex Chambers,160.02,-5.08,Livinha Souza,bajo
2975,Petr Yan,170.18,Jin Soo Son,167.64,-2.54,Petr Yan,bajo
2976,Zabit Magomedsharipov,185.42,Brandon Davis,177.8,-7.62,Zabit Magomedsharipov,bajo
2977,Jimmie Rivera,162.56,John Dodson,160.02,-2.54,Jimmie Rivera,bajo
2978,Aljamain Sterling,170.18,Cody Stamann,167.64,-2.54,Aljamain Sterling,bajo
2979,Geoff Neal,180.34,Frank Camacho,177.8,-2.54,Geoff Neal,bajo
2980,Irene Aldana,175.26,Lucie Pudilova,172.72,-2.54,Irene Aldana,bajo
2981,Cortney Casey,170.18,Angela Hill,160.02,-10.16,Cortney Casey,bajo
2982,James Krause,187.96,Warlley Alves,180.34,-7.62,James Krause,bajo
2983,Cory Sandhagen,180.34,Iuri Alcantara,175.26,-5.08,Cory Sandhagen,bajo
2984,Mickey Gall,187.96,George Sullivan,182.88,-5.08,Mickey Gall,bajo
2985,Alex Perez,167.64,Jose Torres,162.56,-5.08,Alex Perez,bajo
2986,Joanna Jedrzejczyk,167.64,Tecia Torres,154.94,-12.7,Joanna Jedrzejczyk,bajo
2987,Jordan Mein,182.88,Alex Morono,180.34,-2.54,Jordan Mein,bajo
2988,Danny Roberts,185.42,David Zawada,182.88,-2.54,Danny Roberts,bajo
2989,Junior Dos Santos,193.04,Blagoy Ivanov,180.34,-12.7,Junior Dos Santos,bajo
2990,Sage Northcutt,182.88,Zak Ottow,180.34,-2.54,Sage Northcutt,bajo
2991,Liz Carmouche,167.64,Jennifer Maia,162.56,-5.08,Liz Carmouche,bajo
2992,Mark De La Rosa,167.64,Elias Garcia,165.1,-2.54,Mark De La Rosa,bajo
2993,Jessica Aguilar,160.02,Jodie Esquibel,154.94,-5.08,Jessica Aguilar,bajo
2994,Curtis Millender,187.96,Max Griffin,180.34,-7.62,Curtis Millender,bajo
2995,Dan Hooker,182.88,Gilbert Burns,177.8,-5.08,Dan Hooker,bajo
2996,Alex Caceres,177.8,Martin Bravo,172.72,-5.08,Alex Caceres,bajo
2997,Roxanne Modafferi,170.18,Barb Honchak,162.56,-7.62,Roxanne Modafferi,bajo
2998,Montana De La Rosa,170.18,Rachael Ostovich,160.02,-10.16,Montana De La Rosa,bajo
2999,Luis Pena,190.5,Richie Smullen,175.26,-15.24,Luis Pena,bajo
3000,John Gunther,175.26,Allan Zuniga,170.18,-5.08,John Gunther,bajo
3001,Gerald Meerschaert,185.42,Oskar Piechota,182.88,-2.54,Gerald Meerschaert,bajo
3002,Li Jingliang,182.88,Daichi Abe,180.34,-2.54,Li Jingliang,bajo
3003,Song Kenan,182.88,Hector Aldana,180.34,-2.54,Song Kenan,bajo
3004,Ji Yeon Kim,170.18,Melinda Fabian,167.64,-2.54,Ji Yeon Kim,bajo
3005,Claudia Gadelha,162.56,Carla Esparza,154.94,-7.62,Claudia Gadelha,bajo
3006,Julio Arce,170.18,Daniel Teymur,165.1,-5.08,Julio Arce,bajo
